relevance,query,title,highlight,url,author,section,score,rank_position,relevance_probability
1,блокировка SIM карт роуминг,Иностранные операторы сообщили о блокировке интернета на их SIM-картах в течение суток после въезда в Россию,"Иностранные операторы сообщили о <mark>блокировке</mark> интернета на их <mark>SIM-картах</mark> в течение суток после въезда в Россию | В МТС и A1 уточнили, что при отсутствии активности по зарегистрированной в сети <mark>SIM-карте</mark> в течение трёх дней после снятия <mark>блокировки</mark> её применят снова | Минцифры России временную <mark>блокировку</mark> иностранных <mark>SIM-карт</mark> не комментировало.",https://vc.ru/services/2260295-blokirovka-interneta-na-inostrannyh-sim-kartah,Таня Боброва,services,214.37576,3,0.7101542067502219
1,блокировка SIM карт роуминг,"При возвращении SIM-карты из международного роуминга или периода её неактивности в течение 72 часов повторное включение номера будет сопровождаться суточным периодом «охлаждения», в течение которого не будут работать SMS и мобильный интернет.","При возвращении <mark>SIM-карты</mark> из международного роуминга или периода её неактивности в течение 72 часов повторное включение номера будет сопровождаться суточным периодом «охлаждения», в течение которого не будут работать SMS и мобильный интернет. | В России готовится внедрение механизма «охлаждения» для отечественных <mark>SIM‑карт</mark> — по аналогии с уже действующим режимом для номеров зарубежных операторов | Оптимальный результат достигается лишь при комплексном применении: На начальном этапе внедрение «охлаждения» для российских <mark>SIM‑карт</mark> может вызвать: Для",https://vc.ru/services/2324663-verifikatsiya-sim-kart-rossiya-rezhim-ohlazhdeniya,Андрей Забавский,services,126.592804,4,0.6938806685512846
1,блокировка SIM карт роуминг,"«Период охлаждения» российских SIM-карт — что это значит, для чего нужно и как снять блокировку","«Период охлаждения» российских <mark>SIM-карт</mark> — что это значит, для чего нужно и как снять <mark>блокировку</mark> | В рамках этого механизма SMS и мобильный интернет на сутки блокируют на <mark>SIM-картах</mark>, которые использовали в международном <mark>роуминге</mark> или были неактивны в | Работать <mark>блокировка</mark> будет, даже если <mark>SIM-карта</mark> ненадолго «вышла» из российской сети и потом «зашла» в неё — например, у пассажиров поездов в Калининградскую",https://vc.ru/services/2332589-period-ohlazhdeniya-sim-kart-v-rossii,Евгения Евсеева,services,223.05739,5,0.6902488850546975
1,блокировка SIM карт роуминг,«Ъ» узнал о планах ввести 24-часовой «период охлаждения» для российских SIM-карт после роуминга — во время него не будут работать интернет и SMS,"«Ъ» узнал о планах ввести 24-часовой «период охлаждения» для российских <mark>SIM-карт</mark> после роуминга — во время него не будут работать интернет и SMS | <mark>роуминге</mark> или были неактивны в течение 72 часов, рассказали источники «Ъ» в телеком-отрасли. | Планируемые меры могут быть направлены на ограничение работы <mark>SIM-карт</mark>, которые используются в беспилотниках, полагают эксперты.",https://vc.ru/services/2324451-period-ohladzhdeniya-dlya-rossiyskikh-sim-kart,Артур Томилко,services,155.01613,6,0.6594894459968625
1,блокировка SIM карт роуминг,"Скорость активации SIM-карт, которые «вернулись» из международного роуминга, составит от десяти секунд до нескольких минут после авторизации по капче","Скорость активации <mark>SIM-карт</mark>, которые «вернулись» из международного роуминга, составит от десяти секунд до нескольких минут после авторизации по капче | Как быстро <mark>SIM-карта</mark> заработает, если позвонить в колл-центр, вместо того чтобы решать капчу, не рассказали. | ноября 2025 года операторы по требованию регуляторов ввели суточный «период охлаждения» для российских «симок», которые «вернулись» из международного <mark>роуминга</mark>",https://vc.ru/services/2331588-skorost-aktivatsii-sim-kart-posle-rouminga,Полина Лааксо,services,165.15002,7,0.6515777719638843
1,блокировка SIM карт роуминг,SIM-карты пассажиров поездов в Калининградскую область и из неё попадут под «период охлаждения» — Минцифры региона,"<mark>SIM-карты</mark> пассажиров поездов в Калининградскую область и из неё попадут под «период охлаждения» — Минцифры региона | «вернулись» из международного <mark>роуминга</mark>. | Время в пути составляет не более 23 часов, поэтому мера позволит избежать <mark>блокировки</mark> и за возвращение из <mark>роуминга</mark>, и за «неактивность».",https://vc.ru/services/2332605-period-ohlazhdeniya-dlya-sim-kart-v-kaliningradskoy-oblasti,Таня Боброва,services,184.11398,8,0.6360800202509139
1,блокировка SIM карт роуминг,Иностранные операторы сообщили о блокировке интернета на их SIM-картах в течение суток после въезда в Россию,"Иностранные операторы сообщили о <mark>блокировке</mark> интернета на их <mark>SIM-картах</mark> в течение суток после въезда в Россию | написал со ссылкой на неназванные чаты о жалобах «на полное отсутствие мобильного интернета» на зарубежных <mark>SIM-картах</mark>, в том числе eSim. | В МТС и A1 уточнили, что при отсутствии активности по зарегистрированной в сети <mark>SIM-карте</mark> в течение трёх дней после снятия <mark>блокировки</mark> её применят снова",https://vc.ru/services/2262192-blokirovka-interneta-na-inostrannyh-sim-kartah-v-rossii,Иван,services,213.89479,9,0.5987290353569611
1,блокировка SIM карт роуминг,Колл-центры начали обходить требования по маркировке звонков — они совершают вызовы с номеров без идентификатора,"Они предполагают, что колл-центры могут звонить с личных <mark>SIM-карт</mark> сотрудников. | Источник: Getty Images Артур ТомилкоСервисы18 сент Банки столкнулись с <mark>блокировкой</mark> 30% звонков клиентам из-за новых мер по борьбе с массовыми вызовами",https://vc.ru/services/2271214-koll-tsentry-obkhodyat-markirovku-zvonkov-lichnye-nomera,Евгения Евсеева,services,98.932816,10,0.5932256554658468
0,нейросети для дизайна интерьера,"Как сделать стикеры в нейросетях, промпты","Как сделать стикеры в <mark>нейросетях</mark>, <mark>промпты</mark>",https://vc.ru/midjourney/874824-kak-sdelat-stikery-v-neirosetyah-prompty,Design touch,midjourney,46.819954,1,0.46421821446443784
0,нейросети для дизайна интерьера,Готовые промпты для нейросети Midjourney: простая генерация изображений и картинок,"Готовые промпты для <mark>нейросети</mark> <mark>Midjourney</mark>: простая генерация изображений и картинок | Готовые промпты для <mark>нейросети</mark> <mark>Midjourney</mark>: простая генерация изображений и картинок с точными запросами. | Ремонт и <mark>дизайн</mark> <mark>интерьера</mark> <mark>Создание</mark> визуализации комнаты Вот универсальный промпт, в котором можно подставлять переменные, чтобы генерировать разные изображения",https://vc.ru/midjourney/1874332-gotovye-prompty-dlya-neiroseti-midjourney-prostaya-generaciya-izobrazhenii-i-kartinok,YES Ai Bot,midjourney,46.377617,2,0.4578677899346023
0,нейросети для дизайна интерьера,Нейросеть Midjourney бесплатно,"<mark>Нейросеть</mark> <mark>Midjourney</mark> бесплатно | С очень высокой вероятностью <mark>нейросеть</mark> <mark>Midjourney</mark> в скором времени станет платной и через сайт, а до тех пор можете ""поиграть"" с ней через заграничную | для <mark>генерации</mark> картинок.",https://vc.ru/midjourney/1413359-neiroset-midjourney-besplatno,YES Ai Bot,midjourney,48.267372,3,0.45661403587464106
0,нейросети для дизайна интерьера,Как пользоваться нейросетью Midjourney онлайн в телеграмм боте,"Как пользоваться <mark>нейросетью</mark> <mark>Midjourney</mark> онлайн в телеграмм боте | В телеграмм боте Yes Ai интегрированы все ключевые возможности <mark>нейросети</mark> <mark>MidjourneyMidjourney</mark> онлайн, при этом <mark>интерфейс</mark> был оптимизирован для удобства | В <mark>интерфейсе</mark> @yes_ai_bot перейдите к выбору <mark>нейросети</mark> ""<mark>Midjourney</mark>"", которая находится в нижней части экрана.",https://vc.ru/midjourney/1110884-kak-polzovatsya-neirosetyu-midjourney-onlain-v-telegramm-bote,YES Ai Bot,midjourney,45.898815,4,0.45338573641670976
0,нейросети для дизайна интерьера,Как YouTube использует нейросети,"Как YouTube использует <mark>нейросети</mark> | Благодаря <mark>нейросетям</mark>, <mark>YouTube</mark> обеспечивает персонализированный опыт для каждого пользователя, помогает авторам создавать контент и защищает права правообладателей | Candidate Generation: Первая <mark>нейросеть</mark> <mark>быстро</mark> отбирает десятки тысяч видео-кандидатов, которые могут быть интересны пользователю.",https://vc.ru/ai/2316924-kak-youtube-ispolzuet-neyroseti,Андрей Нейроскуф Калашников,ai,46.819954,5,0.45042548236907154
0,нейросети для дизайна интерьера,AI внутри сети: как франчайзи используют нейросети в ежедневной работе,"AI внутри <mark>сети</mark>: как франчайзи используют <mark>нейросети</mark> в <mark>ежедневной</mark> работе | <mark>Нейросети</mark> <mark>постепенно</mark> входят в повседневную операционку — не как модный инструмент, а как рабочий. | <mark>Нейросети</mark> <mark>помогают</mark> адаптировать инструкции под разный уровень сотрудников.",https://vc.ru/chatgpt/2137431-ispolzovanie-neyrosetey-vo-franchayzinge,Булат Гилязов,chatgpt,45.461235,6,0.4480933002083562
0,нейросети для дизайна интерьера,Конструктор литературных сериалов с нейросетями под капотом,Конструктор литературных сериалов с <mark>нейросетями</mark> под <mark>капотом</mark> | Техническая составляющая LiterAI работает с <mark>нейросетями</mark> через <mark>API</mark>. | Провайдер: https://openrouter.ai/<mark>api</mark>/v1/chat/completions Модель: openrouter/polaris-alpha Ключ: ваш <mark>API</mark>-ключ Отсутствие модели монетизации — работа через,https://vc.ru/ai/2325284-konstruktory-literaturnyh-serialov-s-nevrosyetami,Ночной Курьер,ai,45.45882,7,0.43882754771866034
0,нейросети для дизайна интерьера,Perplexity: полный обзор нейросети для бизнеса,"Perplexity: полный обзор <mark>нейросети</mark> для <mark>бизнеса</mark> | Перплексити — <mark>нейросеть</mark>, <mark>которая</mark> выводит поиск информации на новый уровень. | Perplexity.ai — <mark>нейросеть</mark> для <mark>поиска</mark> и анализа информации.",https://vc.ru/services/2337140-perplexity-kak-nejroset-pomogaet-v-biznese-i-nauchnyh-issledovaniyah,Jivo,services,45.45882,8,0.43740233455182775
0,нейросети для дизайна интерьера,Как написать книгу с помощью нейросетей: инструкция к Chat GPT для начинающих,"Как написать книгу с помощью <mark>нейросетей</mark>: <mark>инструкция</mark> к Chat GPT для начинающих | Стакан стоит на деревянной поверхности на фоне тропической <mark>обстановки</mark> с <mark>манго</mark> и половинкой кокоса. | Помните, что одних промтов будет недостаточно – важно уделить внимание качеству контента и его <mark>оформлению</mark>.",https://vc.ru/chatgpt/1197831-kak-napisat-knigu-s-pomoshchyu-neyrosetey-instrukciya-k-chat-gpt-dlya-nachinayushchih,PromptWorkshop,chatgpt,45.822296,9,0.4373786824010091
0,нейросети для дизайна интерьера,Нейросеть для создания картинок: что умеет Midjourney,"<mark>Нейросеть</mark> для <mark>создания</mark> картинок: что умеет Midjourney | Корги, аниме и фото архитектуры: сейчас дедушка расскажет вам, внучатки, как <mark>нейросеть</mark> <mark>создаёт</mark> реалистичные картинки, и заодно попросим <mark>нейросеть</mark> <mark>скопировать</mark> | Что важно знать перед началом создания картинок в <mark>нейросети</mark> Можно ли в <mark>нейросети</mark> <mark>Миджорни</mark> создавать картинки бесплатно?",https://vc.ru/midjourney/1136859-neiroset-dlya-sozdaniya-kartinok-chto-umeet-midjourney,Дед Миджорний,midjourney,46.11712,10,0.43504041318225134
1,зарплатные ожидания зумеров,Важные тренды будущего: как малому бизнесу адаптироваться к новым реалиям.,"При этом, в других исследованиях, характеризуя будущее общество, отмечается, что <mark>поколение Z</mark> выбирает минимализм и простоту. | Для бизнеса это означает снижение затрат на производство и соответствие <mark>запросам</mark> потребителя. | Бизнес снизит нагрузки на сотрудников и повысит скорости ответов, а клиенты сэкономят время на <mark>ожидании</mark>, получат круглосуточную поддержку, и все это в",https://vc.ru/future/1806992-vazhnye-trendy-budushego-kak-malomu-biznesu-adaptirovatsya-k-novym-realiyam,Альберт Абдуллин,future,17.885881,1,0.5273062792675131
0,зарплатные ожидания зумеров,"Главное за неделю: Computex 2025, Джонни Айв и OpenAI, Google I/O, поиск Яндекса с Алисой, Claude 4 и процессор Xiaomi","рекорд частоты обновления — 610 Гц в модели ROG Strix Ace XG248QSG, а MSI показала MPG 271QR QD-OLED X50 с системой AI-защиты от выгорания (и нет, <mark>поколение</mark> | Функции доступны бесплатно с ограничением по числу <mark>запросов</mark> или безлимитно по подписке «Алиса Про». | AI Mode в Поиске Google — отдельная вкладка с Gemini 2.5 для сложных <mark>запросов</mark>, подборов товаров и расписаний.",https://vc.ru/tech/2006240-glavnye-sobytiya-nedeli-computex-2025-google-i-o-yandeks,Сергей Кузнецов,tech,17.71716,2,0.4914309300783736
0,зарплатные ожидания зумеров,SWOT-АНАЛИЗ БИЗНЕС-ДЕБЮТОВ В ЗРЕЛОМ ВОЗРАСТЕ,"Для справки: люди до 45 лет — официально <mark>молодежь</mark>, до <mark>60</mark> лет считается средний возраст, а пожилой — до 75 лет, тех, кто старше 90 лет классифицируют как | Старшее <mark>поколение</mark> искусны в коммуникациях, при этом точно знают, чего хотят, терпеливы в <mark>ожиданиях</mark> и с завидной настойчивостью добиваются своего Ручная | Поступают <mark>запросы</mark> на реализацию в крупных топовых корпорациях, банках, фондах.",https://vc.ru/future/1894234-swot-analiz-serebryanogo-predprinimatelstva-v-rossii,Elena Bezglasnaia,future,26.942135,3,0.4806839316654915
0,зарплатные ожидания зумеров,Поколение зумеров покупает только онлайн: как офлайн-бизнес адаптируется к цифровой реальности,"<mark>Поколение Z</mark> выросло в полностью цифровую эпоху и воспринимает онлайн-шопинг как естественную часть жизни. | 50% у миллениалов и более старших <mark>поколений</mark>).NielsenIQ отмечает, что у <mark>поколения Z</mark> очень развито онлайн-поведение. | Напротив, <mark>поколение Z</mark> среди всех молодых наиболее терпимо относится к «цифре»: более половины <mark>зумеров</mark> (<mark>54</mark>%) использовали такие сервисы, как Apple Pay или",https://vc.ru/services/2250750-pokolenie-z-i-onlain-pokupki,UP business / PRslon,services,31.479107,4,0.4758868606637867
0,зарплатные ожидания зумеров,"Главное за неделю: Samsung Galaxy Unpacked, Биткоин по $ 118 000, пункты Wildberries без людей, Nvidia стала самой дорогой компанией, анонсирован Grok 4","Для остальных пользователей открыт лист <mark>ожидания</mark>. | Теперь можно <mark>запросить</mark> возврат ошибочно отправленных средств без обращения в поддержку — достаточно выбрать перевод в истории операций и нажать «<mark>Запросить</mark> | Аналитики называют ключевыми драйверами спрос со стороны ETF и институционалов, а также <mark>ожидания</mark> смягчения политики ФРС.",https://vc.ru/tech/2093929-itogi-nedeli-samsung-galaxy-unpacked-bitkoin-118000-wildberries,Сергей Кузнецов,tech,24.05276,5,0.474209484500413
0,зарплатные ожидания зумеров,"Google инвестирует 150 миллионов долларов в Warby Parker для разработки умных очков Android XR: мой взгляд на технологии, дизайн и вызовы рынка","позволит распознавать объекты, переводить текст, создавать визуальные пояснения, помогать в поиске потерянных вещей и даже генерировать контент по <mark>запросу</mark> | привлекательные и статусные очки способны значительно повысить социальную приемлемость и желание пользователей интегрировать их в свой образ, даже <mark>зумерам</mark> | <mark>Широкое</mark> распространение умных очков с возможностями распознавания изображений и записи окружающей среды вызывает серьезные этические вопросы.",https://vc.ru/tech/1999463-google-investiruet-150-millionov-v-umnye-ochki-warby-parker,Степан Старовойтов,tech,21.40785,6,0.47367497022195165
0,зарплатные ожидания зумеров,Архитектура филантропии будущего: как на форуме «Фонд — дело семейное» создавались чертежи долгосрочных изменений,"Не случайно сегодня среди западной <mark>молодежи</mark> <mark>вновь</mark> популярен «Капитал» Маркса — люди снова ищут смысл и большую идею Также в дискуссии поднимался вопрос | Первое, что мы обсуждаем с клиентом-учредителем на входе — это его <mark>ожидания</mark>. | Не случайно сегодня среди западной <mark>молодежи</mark> <mark>вновь</mark> популярен «Капитал» Маркса — люди снова ищут смысл и большую идею— Вероника Зонабенд, фонд «Школы мира",https://vc.ru/future/2267038-filantropiya-budushchego-forum-fond-delo-semejnoye,Рыбаков Фонд,future,17.941843,7,0.4735405765998232
0,зарплатные ожидания зумеров,"Люди не юзают ChatGPT для кода. Они спрашивают про тренировки, лайфхаки и отношения","<mark>Молодёжь</mark> <mark>стала</mark> основной движущей силой. Они используют ИИ как естественный инструмент обучения, творчества и решения бытовых задач. | В 2024 году таких <mark>запросов</mark> было 53%. К 2025 году этот показатель вырос до 73%. Код всего 4% всех <mark>запросов</mark>. | Сейчас примерно поровну, с небольшим преимуществом в пользу женщин. 73% <mark>запросов</mark> - НЕ по работе Главная аудитория - женщины 46% <mark>запросов</mark> - от пользователей",https://vc.ru/chatgpt/2221735-pochemu-lyudi-ispolzuyut-chatgpt-dlya-sovetov-a-ne-dlya-koda,Павликов про Айти,chatgpt,25.912727,8,0.4665837998525596
0,зарплатные ожидания зумеров,GPT-5: как изменились ответы и как можно их настроить,"Говори, как представитель <mark>поколения Z</mark>. | Пользователи в соцсетях заметили, что к ней попадает большинство <mark>запросов</mark>. | <mark>Запросы</mark> можно писать обычным языком: описывать стиль, кнопки, название и назначение сайта.",https://vc.ru/chatgpt/2152250-gpt-5-novye-vozmozhnosti-i-nastroyki-otvetov-chatgpt,Ася Карпова,chatgpt,21.32024,9,0.4571592221406505
0,зарплатные ожидания зумеров,Blue Origin впервые запустила тяжёлую ракету-носитель New Glenn,"В 2018 году директор Blue Origin <mark>запросил</mark> отчёт по сильным сторонам компании SpaceX. | Из него он узнал, что Маску важно угождать клиенту, сокращать затраты, производить всё самому, нанимать <mark>молодёжь</mark> и <mark>учиться</mark> по ходу дела.",https://vc.ru/future/1757749-blue-origin-vpervye-zapustila-tyazheluyu-raketu-nositel-new-glenn,Евгения Евсеева,future,26.090092,10,0.4489785696759845
1,СберМобайл подписка Литрес,Оплата ChatGPT из России в 2025 году: все рабочие способы купить подписку ЧатГПТ,Вы получаете активную <mark>подписку</mark> и можете сразу начинать промптить. Скорость. Весь процесс от заявки до активной <mark>подписки</mark> занимает 20-40 минут. | При смене региона слетают все <mark>подписки</mark> на российские сервисы. | Контекстное окно 100K токенов против 32K у GPT-4 - можно скармливать целые <mark>книги</mark>.,https://vc.ru/services/2253075-oplata-chatgpt-iz-rossii-v-2025-godu,Global Payments,services,19.402004,1,0.5771384329984527
1,СберМобайл подписка Литрес,Remarkable представила карманный электронный блокнот с цветным экраном по цене $449,"Как отмечает издание, блокнот не заменит устройства для чтения электронных <mark>книг</mark> — доступа к онлайн-магазинам у него нет, а среди поддерживаемых форматов | Отдельно компания предлагает <mark>подписку</mark> Connect за $2,99 в месяц.",https://vc.ru/tech/2195014-remarkable-karamnyj-bloknot-paper-pro-move,Таня Боброва,tech,17.228554,2,0.5426552286360037
1,СберМобайл подписка Литрес,Читать по счетам: СберМобайл подключил Литрес к оплате со счёта мобильного телефона,"Читать по счетам: <mark>СберМобайл подключил Литрес</mark> к оплате со счёта мобильного телефона | Мобильный виртуальный оператор <mark>СберМобайл</mark> <mark>запустил</mark> совместный проект с книжным сервисом <mark>Литрес</mark>. | Кроме того, <mark>подписку</mark> «<mark>Книги</mark>» можно оплачивать бонусами Спасибо – как и все другие услуги <mark>СберМобайла</mark>.",https://vc.ru/services/2324829-sbermobil-i-litres-oplata-podpiski-na-knigi,СберМобайл,services,1090.6282,3,0.5377811109639344
1,СберМобайл подписка Литрес,Как оплатить зарубежные сервисы в 2025 году: шесть вариантов на любой вкус,"Оплатить <mark>подписку</mark> на музыку, фильмы и YouTube Premium стало невозможно. | Приложения и утилиты для смартфонов, баллы и <mark>подписки</mark> для iTunes и App Store. Соцсети. <mark>Подписки</mark> для YouTube, Discord, Twitch и многих других. | Разные цифровые товары (курсы, базы данных) и даже электронные <mark>книги</mark>.",https://vc.ru/services/2239398-oplata-zarubezhnyh-servisov-iz-rossii,Netlink,services,22.75793,4,0.5201270071681717
1,СберМобайл подписка Литрес,Как построить карьеру в трейдинге в 2025 году,"Эффективнее всего обучаться комплексно: читать <mark>книги</mark>, проходить курсы, практиковаться на демо-счетах и анализировать свои сделки. | <mark>Подписка</mark> на проверенные источники информации помогает держать руку на пульсе. | и результаты Переходите на реальные торги только после уверенного освоения навыков Онлайн-курсы от крупных бизнес-школ и специализированных платформ <mark>Книги</mark>",https://vc.ru/crypto/2308984-kak-nachat-kareru-v-treydinge,Криптариум,crypto,18.175804,5,0.5037472221975324
1,СберМобайл подписка Литрес,СберМобайл запустил домашний интернет по всей России на базе Ростелекома,"<mark>СберМобайл</mark> <mark>запустил</mark> домашний интернет по всей России на базе Ростелекома | «<mark>СберМобайл</mark> в <mark>2024</mark> году стал первым федеральным виртуальным оператором. | Пилотный проект реализуется в рамках сотрудничества, заключенного <mark>СберМобайлом</mark> и <mark>Ростелекомом</mark>.",https://vc.ru/tech/1925064-sbermobil-i-rostelekom-zapustili-internet-po-vsej-rossii,СберМобайл,tech,71.06155,6,0.5028585280177108
0,СберМобайл подписка Литрес,Умное кольцо от «Сбера»: полгода спустя,"Главной новостью стала информация о том, где <mark>Сбер</mark> закупит кольца. | Вероятнее всего, одно из этих устройств и будет продаваться под брендом <mark>Сбера</mark>. | Посмотрим, удастся ли <mark>Сберу</mark> это изменить. Как вы относитесь к умным кольцам? Носили бы вообще? И конкретно от <mark>Сбера</mark> — будете пробовать?",https://vc.ru/tech/2026127-umnoe-kolco-sbera-novinki-i-zaderzhki-polgoda-spustya,Иван Бойков,tech,21.698975,7,0.4889020713373726
0,СберМобайл подписка Литрес,Как работает оплата ChatGPT 5 из России в 2025: Все пути купить подписку Чат ГПТ,"Загружаете целую <mark>книгу</mark> и задаёте вопросы по её содержанию; AgentKit и автономные агенты. | Определите тип <mark>подписки</mark> и стоимость в долларах. | Купленные фильмы, музыка, <mark>книги</mark> становятся недоступны.",https://vc.ru/services/2263281-kak-oplatit-chatgpt-5-iz-rossii-v-2025-godu,Global Payments,services,17.085676,8,0.4785703145166888
0,СберМобайл подписка Литрес,GPT-5 умрёт через год: почему специализированные LLM убивают универсальные модели,"Gemini 2.5 Pro поддерживает контекстное окно в 1 миллион токенов — это примерно 700-800 тысяч слов или целая <mark>книга</mark> среднего размера. | GigaChat, YandexGPT, <mark>Сбер</mark> создают модели, адаптированные под русский язык и специфику российского бизнеса.",https://vc.ru/future/2279164-trendy-bolshikh-yazykovykh-modeley-llm,Громов Андрей,future,18.510765,9,0.47653516643534355
0,СберМобайл подписка Литрес,Теперь места хватит всем: Яндекс Плюс запустил опцию «Больше близких»,"Всё, что даёт обычный Плюс — накопление баллов, фильмы и сериалы на Кинопоиске, треки и подкасты в Яндекс Музыке, электронные <mark>книги</mark>, аудиокниги в Яндекс | <mark>Книгах</mark>. | но каждый со своими возможностями. со своим профилем; со своим категориями кешбэка и баллами Плюса; своими рекомендациями; своими любимыми треками, <mark>книгами</mark>",https://vc.ru/services/1134895-yandeks-plyus-obnovlenie-podpiski,Вадим Д.,services,19.828846,10,0.47651676132555837
1,будущее бизнеса эмпатия технологии,Исследование будущего – от технологий к эмпатии: человечность как новый драйвер роста,Исследование <mark>будущего</mark> – от технологий к <mark>эмпатии</mark>: человечность как новый драйвер роста | Сдвиг в ожиданиях от <mark>бизнеса</mark> – на смену технологическим чудесам пришел запрос на <mark>эмпатию</mark> и «апгрейд» повседневности 23 октября 2025 года на международной | для <mark>бизнеса</mark> <mark>будущего</mark>.,https://vc.ru/future/2294251-budushchee-biznesa-empatija-i-tehnologii,Rambler&Co,future,64.10736,1,0.5033434265067979
0,будущее бизнеса эмпатия технологии,Франчайзинг будущего: какие бизнес-модели будут актуальны в 2030 году?,"Франчайзинг <mark>будущего</mark>: какие <mark>бизнес</mark>-модели будут актуальны в 2030 году? | Франчайзинг, как <mark>бизнес</mark>-модель, остаётся устойчивым способом масштабирования. Но сама форма — живая. | Многие <mark>компании</mark> уже пересобирают этот блок изнутри.",https://vc.ru/future/1906324-franchajzing-2030-klyuchevye-biznes-modeli-budushchego,Булат Гилязов,future,38.65624,2,0.4901385543980573
0,будущее бизнеса эмпатия технологии,"Исповедь для нейросети: Тревожная статистика OpenAI - это не про „сумасшедших“ пользователей, а про эпидемию одиночества","Как это выглядит в <mark>бизнесе</mark> и <mark>технологиях</mark>: OpenAI пытается решить проблему, смягчая ответы , но это борьба с симптомом, а не с причиной. | Создавая все более «человекоподобные» интерфейсы, IT-<mark>компании</mark> несут колоссальную этическую ответственность, ведь они, по сути, создают новый вид аддикции | Атрофия <mark>эмпатии</mark> и <mark>будущее</mark> человеческих отношений t.meКсения Море | Инсайты для свободы",https://vc.ru/ai/2309815-trevojnaya-statistika-openai-odinochestvo-i-zavisimost-ot-ii,Ксения Море,ai,16.712572,3,0.4851621803725292
0,будущее бизнеса эмпатия технологии,«Мозг на пересадку»: от киберпанка к реальным прототипам,"Но в реальности учёные и <mark>стартапы</mark> действительно пробуют двигаться в этом направлении — пусть пока и очень осторожно. | Например, <mark>стартап</mark> BrainBridge недавно громко заявил, что в течение 10 лет планирует отработать <mark>технологию</mark> пересадки человеческой головы на новое тело с | Нейроинтерфейсы: разработки <mark>компаний</mark> вроде Neuralink (Илон Маск) и Synchron позволяют людям управлять компьютерами и протезами силой мысли.",https://vc.ru/tech/2174148-peresadka-mozga-ot-kiberpanka-k-realnym-tehnologiyam,Техноблогер Павел Трухачев,tech,16.640015,4,0.4813219934601251
0,будущее бизнеса эмпатия технологии,Шесть шагов к будущему: как студенты МГТУ строят социальный бизнес,Шесть шагов к <mark>будущему</mark>: как студенты МГТУ строят социальный <mark>бизнес</mark> | Анастасия Макаричева свой проект разрабатывала на базе <mark>компании</mark> «АНИКС». | Анастасия разработала для Аникса новое <mark>бизнес</mark>-направление - производство анимационной социальной рекламы.,https://vc.ru/future/2116289-sotsialnoe-predprinimatelstvo-v-mgtu,Социальное предпринимательство,future,39.33322,5,0.47972716506257096
0,будущее бизнеса эмпатия технологии,Города будущего: Новые идеи урбанизма меняют будущее России,"», основатель группы <mark>компаний</mark> «Эльтаун Девелопмент», рассказывает о том, как изменить города. | Вместе мы пришли к <mark>пониманию</mark>, что концепция городов <mark>будущего</mark> должна основываться на научной базе, передовом опыте и предлагать комфортную среду для жизни | », основатель группы <mark>компаний</mark> «Эльтаун Девелопмент».",https://vc.ru/future/1832173-goroda-budushego-novye-idei-urbanizma-menyayut-budushee-rossii,Рыбаков Фонд,future,16.95431,6,0.477519547516056
0,будущее бизнеса эмпатия технологии,Искусственный интеллект vs эмоционального или эмоция как новая валюта,"Они подстраиваются под настроение пользователя, подхватывают ключевые слова и выдают «правильную» фразу <mark>сочувствия</mark>. | В <mark>будущем</mark> при приеме на работу будут оценивать не только и не столько навыки и опыт, сколько уровень <mark>эмпатии</mark>, скорость эмоционального отклика. | Человек выигрывает не тогда, когда безоговорочно следует за ИИ, а когда превосходит его в том, что не поддается оцифровке: в <mark>эмпатии</mark>, заботе и искренности",https://vc.ru/future/1980211-iskusstvennyj-intellekt-i-emotsii-novaya-valyuta-obshcheniya,Лео Зорин,future,15.946278,7,0.46288221676235886
0,будущее бизнеса эмпатия технологии,"Что будет, если доверить разработку стартапа ИИ? Проверил на себе.","Три месяца я разрабатывал достаточно сложную микросервисную архитектуру для своего <mark>стартапа</mark> и могу поделиться, насколько это получилось эффективно. | полностью избавил меня от синдрома белого листа — теперь очень легко начать проект и сдвинуться с мёртвой точки. ✍ Для продакшена требуется чёткое <mark>понимание</mark> | Без навыков программирования и знания <mark>технологий</mark> этого добиться невозможно. ✍ Самому писать код уже необязательно. ✍ Не будет никаких “профессий <mark>будущего</mark>",https://vc.ru/ai/2325035-effektivnaya-razrabotka-startapa-s-ii-opyt-i-vydovy,Тимур Закиров,ai,16.51233,8,0.46097764060439483
0,будущее бизнеса эмпатия технологии,Профессии Будущего | Топ-5 нужнейших профессий на будущие 10 лет,"Эдакий нейросетевой надзиратель, чтобы лишнего не болтала:) Эти ребята являются соединительным звеном между <mark>бизнесом</mark> и сферой ИИ. | Менеджер продуктов ориентирован уже на какой-то конкретный продукт, в то время, как консультант - помогает <mark>бизнесу</mark> на этапе зарождения и проектирования | Появляется много новых <mark>стартапов</mark>, призванных улучшить нашу с вами жизнь. Например, российский <mark>стартап</mark> Neiry.",https://vc.ru/future/2322667-professii-budushchego-top-5-vostrebovannykh-specialnostei,Нейрон,future,16.988708,9,0.4528830811576619
