relevance,query,title,highlight,url,author,section,score,rank_position
1,блокировка SIM карт роуминг,Иностранные операторы сообщили о блокировке интернета на их SIM-картах в течение суток после въезда в Россию,"Иностранные операторы сообщили о <mark>блокировке</mark> интернета на их <mark>SIM-картах</mark> в течение суток после въезда в Россию | написал со ссылкой на неназванные чаты о жалобах «на полное отсутствие мобильного интернета» на зарубежных <mark>SIM-картах</mark>, в том числе eSim. | В МТС и A1 уточнили, что при отсутствии активности по зарегистрированной в сети <mark>SIM-карте</mark> в течение трёх дней после снятия <mark>блокировки</mark> её применят снова",https://vc.ru/services/2262192-blokirovka-interneta-na-inostrannyh-sim-kartah-v-rossii,Иван,services,213.89479,4
0,блокировка SIM карт роуминг,eSIM - современная технология виртуальной сим-карты для новых гаджетов,eSIM - современная технология виртуальной <mark>сим-карты</mark> для новых гаджетов,https://vc.ru/links/325084-esim-sovremennaya-tehnologiya-virtualnoi-sim-karty-dlya-novyh-gadzhetov,Сергей Иванов,links,210.73335,5
0,блокировка SIM карт роуминг,«МТС Банк» представил прототип SIM-карты со встроенным чипом банковской карты,"«МТС Банк» представил прототип <mark>SIM-карты</mark> со встроенным чипом банковской карты | #новости #мтс Владелец <mark>SIM-карты</mark> сможет оплачивать покупки «в одно касание», прикладывая телефон к терминалу. | Технология представляет собой цифровую платёжную капсулу, которая выглядит как обычная <mark>SIM-карта</mark>. В её корпус встроены Bluetooth- и NFC-антенны.",https://vc.ru/services/2264474-mts-bank-sim-karta-s-chipom-beskontaktnye-platezhi,Евгения Евсеева,services,193.07098,6
1,блокировка SIM карт роуминг,SIM-карты пассажиров поездов в Калининградскую область и из неё попадут под «период охлаждения» — Минцифры региона,"<mark>SIM-карты</mark> пассажиров поездов в Калининградскую область и из неё попадут под «период охлаждения» — Минцифры региона | «вернулись» из международного <mark>роуминга</mark>. | Время в пути составляет не более 23 часов, поэтому мера позволит избежать <mark>блокировки</mark> и за возвращение из <mark>роуминга</mark>, и за «неактивность».",https://vc.ru/services/2332605-period-ohlazhdeniya-dlya-sim-kart-v-kaliningradskoy-oblasti,Таня Боброва,services,184.11398,7
1,блокировка SIM карт роуминг,«Ъ»: операторы не смогли настроить период охлаждения для иностранных SIM-карт — на них не приходят сообщения и не работает интернет,"«Ъ»: операторы не смогли настроить период охлаждения для иностранных <mark>SIM-карт</mark> — на них не приходят сообщения и не работает интернет | Минцифры меру не комментировало, но в августе 2025 года предлагало ввести «период охлаждения» для иностранных <mark>SIM-карт</mark>. | Иностранные операторы 7 октября 2025 года сообщали о <mark>блокировке</mark> интернета на их <mark>SIM-картах</mark> в течение суток после въезда в Россию.",https://vc.ru/services/2273387-problemy-s-inostrannymi-sim-kartami-v-rossii,Евгения Евсеева,services,171.50879,8
1,блокировка SIM карт роуминг,"Скорость активации SIM-карт, которые «вернулись» из международного роуминга, составит от десяти секунд до нескольких минут после авторизации по капче","Скорость активации <mark>SIM-карт</mark>, которые «вернулись» из международного роуминга, составит от десяти секунд до нескольких минут после авторизации по капче | Как быстро <mark>SIM-карта</mark> заработает, если позвонить в колл-центр, вместо того чтобы решать капчу, не рассказали. | ноября 2025 года операторы по требованию регуляторов ввели суточный «период охлаждения» для российских «симок», которые «вернулись» из международного <mark>роуминга</mark>",https://vc.ru/services/2331588-skorost-aktivatsii-sim-kart-posle-rouminga,Полина Лааксо,services,165.15002,9
1,блокировка SIM карт роуминг,«Ъ» узнал о планах ввести 24-часовой «период охлаждения» для российских SIM-карт после роуминга — во время него не будут работать интернет и SMS,"«Ъ» узнал о планах ввести 24-часовой «период охлаждения» для российских <mark>SIM-карт</mark> после роуминга — во время него не будут работать интернет и SMS | <mark>роуминге</mark> или были неактивны в течение 72 часов, рассказали источники «Ъ» в телеком-отрасли. | Планируемые меры могут быть направлены на ограничение работы <mark>SIM-карт</mark>, которые используются в беспилотниках, полагают эксперты.",https://vc.ru/services/2324451-period-ohladzhdeniya-dlya-rossiyskikh-sim-kart,Артур Томилко,services,155.01613,10
1,нейросети для дизайна интерьера,"Арт, дизайн и нейросети: пространство между мыслями","Арт, <mark>дизайн</mark> и <mark>нейросети</mark>: <mark>пространство</mark> между мыслями | Арт, <mark>дизайн</mark> и <mark>нейросети</mark> @<mark>art_design_ai</mark> Подписывайтесь на Telegram Art, Design & AI.",https://vc.ru/midjourney/2318237-art-dizajn-i-nejroseti-prostranstvo-mezhdu-myslyami,Art Design & AI /Лена Старкова,midjourney,49.67477,1
0,нейросети для дизайна интерьера,Нейросети для бизнеса. Как зарабатывать на 30% больше с помощью нейросетей: пошаговая инструкция для предпринимателей,<mark>Нейросети</mark> для <mark>бизнеса</mark>. Как зарабатывать на 30% больше с помощью <mark>нейросетей</mark>: <mark>пошаговая</mark> инструкция для предпринимателей | В среднем предприниматели после первых 2–3 недель работы с <mark>нейросетями</mark> <mark>отмечают</mark>: 👉 В Телеграм-канале про <mark>нейросети</mark> <mark>публикуем</mark> пошаговые инструкции и шаблоны | #<mark>нейросети</mark> #<mark>нейросеть</mark> #<mark>нейросетидлябизнеса</mark> #нейросетидлябизнес #ai #aiвбизнесе #aiинструменты #aiагенты #промпты #промты #промтинжиниринг #искусственныйинтеллект,https://vc.ru/ai/2318570-kak-neyroseti-uvelichivayut-pribyl-biznesa,MaratAI,ai,49.357315,2
1,нейросети для дизайна интерьера,Меня бесят нейросети,"Меня бесят <mark>нейросети</mark> | Сейчас каждая вторая картинка кажется <mark>нейросетью</mark>. Я <mark>перестала</mark> доверять качественным видео, потому что не верю в их оригинальность.",https://vc.ru/chatgpt/1976774-pochemu-neyroseti-razdrajayut,НеВидеоблог,chatgpt,48.267372,3
0,нейросети для дизайна интерьера,Как нейросеть помогает Telegram,"Как <mark>нейросеть</mark> <mark>помогает</mark> Telegram | <mark>Нейросеть</mark> <mark>помогла</mark> Telegram удалить 15,4 миллиона подозрительных групп и каналов только с осени 2024 года Эта новость является частью недавно запущенной | <mark>Нейросеть</mark> <mark>помогла</mark> Telegram удалить 15,4 миллиона подозрительных групп и каналов только с осени 2024 годаИсточник Наташа ХазееваChatGPT16.12.2024 Как искусственный",https://vc.ru/telegram/1712805-kak-neiroset-pomogaet-telegram,Наташа Хазеева,telegram,48.267372,4
1,нейросети для дизайна интерьера,Нейросеть Midjourney бесплатно,"<mark>Нейросеть</mark> <mark>Midjourney</mark> бесплатно | С очень высокой вероятностью <mark>нейросеть</mark> <mark>Midjourney</mark> в скором времени станет платной и через сайт, а до тех пор можете ""поиграть"" с ней через заграничную | для <mark>генерации</mark> картинок.",https://vc.ru/midjourney/1413359-neiroset-midjourney-besplatno,YES Ai Bot,midjourney,48.267372,5
1,нейросети для дизайна интерьера,"Нейросети работают лучше, если угрожать им насилием","<mark>Нейросети</mark> <mark>работают</mark> лучше, если угрожать им насилием | Переходим к следующей <mark>нейросети</mark>. | Для чистоты эксперимента мы попробовали добавить угрозы не сразу, а после того, как <mark>нейросеть</mark> <mark>напишет</mark> первую версию текста.",https://vc.ru/chatgpt/2017283-neyroseti-i-ugrozy,VICTORY group,chatgpt,47.843178,6
0,нейросети для дизайна интерьера,Метод Сократа и нейросеть,"Метод Сократа и <mark>нейросеть</mark> | <mark>Нейросети</mark> уже <mark>стали</mark> частью нашей работы — помогают создавать код, анализировать данные, писать тексты и находить решения. | <mark>Нейросеть</mark> не <mark>понимает</mark> смыслы — она воспроизводит логику, по которой мы их создаём.",https://vc.ru/ai/2334063-metod-sokrata-i-neirosset,Светозара у аппарата,ai,46.819954,7
1,нейросети для дизайна интерьера,Где заканчивается человек и начинается нейросеть,"Где заканчивается человек и начинается <mark>нейросеть</mark> | И меня это навело на мысль: <mark>нейросеть</mark> — <mark>цифровое</mark> отражение той же природы. | Можно ли сказать, что <mark>нейросеть</mark> <mark>думает</mark> сама по себе? Скорее нет. Она не осознаёт, не чувствует и не выбирает.",https://vc.ru/ai/2333033-neyroset-i-kollektivnoe-bessoznatelnoe-cheloveka,Светозара у аппарата,ai,46.819954,8
0,нейросети для дизайна интерьера,Как TikTok использует нейросети,"Как TikTok использует <mark>нейросети</mark> | TikTok - это экосистема <mark>нейросетей</mark>. | Так сколько же они используют <mark>нейросетей</mark>? <mark>Точной</mark> цифры нет, но в продакшене у TikTok работают десятки моделей.",https://vc.ru/ai/2316897-kak-tiktok-ispolzuet-neyroseti,Андрей Нейроскуф Калашников,ai,46.819954,9
0,нейросети для дизайна интерьера,Как YouTube использует нейросети,"Как YouTube использует <mark>нейросети</mark> | Благодаря <mark>нейросетям</mark>, <mark>YouTube</mark> обеспечивает персонализированный опыт для каждого пользователя, помогает авторам создавать контент и защищает права правообладателей | Candidate Generation: Первая <mark>нейросеть</mark> <mark>быстро</mark> отбирает десятки тысяч видео-кандидатов, которые могут быть интересны пользователю.",https://vc.ru/ai/2316924-kak-youtube-ispolzuet-neyroseti,Андрей Нейроскуф Калашников,ai,46.819954,10
1,зарплатные ожидания зумеров,Крах идеологии зумеров под натиском искусственного интеллекта,"<mark>Поколение</mark> <mark>зумеров</mark> <mark>давно</mark> приобрело репутацию амбициозных молодых специалистов с высокой самооценкой и завышенными <mark>ожиданиями</mark> по зарплатам и статусу. | Тем временем <mark>зарплатные ожидания зумеров всё</mark> растут. | Короче говоря, крах идеологии <mark>зумеров</mark> — <mark>это</mark> не конец, а сигнал к взрослению и адекватному отношению к <mark>ожиданиям</mark> и реальности рынка труда.",https://vc.ru/ai/2311731-krakh-ideologii-zumerov-i-vliyanie-iskusstvennogo-intellekta-na-rynok-truda,Vlad S,ai,253.48799,1
1,зарплатные ожидания зумеров,Инфографика: исследования рынка стартапов в 2019 году,"Несмотря на распространенное мнение о том, что большинство основателей стартапов - <mark>молодежь</mark>, <mark>лишь</mark> 10% предпринимателей - люди в возрасте до 25 лет. | Если в 2018 году главной проблемой стартапов была низкая квалификация кадров, то сегодня - это высокие <mark>зарплатные</mark> <mark>ожидания</mark> специалистов.",https://vc.ru/links/83686-infografika-issledovaniya-rynka-startapov-v-2019-godu,Tatiana Melnichuk,links,40.54075,2
1,зарплатные ожидания зумеров,Рынок труда 2025 → 2030. Как глобальные команды и международный найм становятся новой нормой,"Сейчас на рынок труда уже выходят представители <mark>поколения Z</mark>, которые не заинтересованы в работе на всю жизнь. | <mark>Запрос</mark> исполнителей на удалённый/ гибридный формат работы. | Высокие <mark>зарплатные</mark> <mark>ожидания</mark> кандидатов в регионе присутствия компании.",https://vc.ru/future/2277921-rynok-truda-2025-2030-udalennka-i-mezhdunarodnyj-najm,MadeTask,future,38.658337,3
1,зарплатные ожидания зумеров,Поколение зумеров покупает только онлайн: как офлайн-бизнес адаптируется к цифровой реальности,"<mark>Поколение Z</mark> выросло в полностью цифровую эпоху и воспринимает онлайн-шопинг как естественную часть жизни. | 50% у миллениалов и более старших <mark>поколений</mark>).NielsenIQ отмечает, что у <mark>поколения Z</mark> очень развито онлайн-поведение. | Напротив, <mark>поколение Z</mark> среди всех молодых наиболее терпимо относится к «цифре»: более половины <mark>зумеров</mark> (<mark>54</mark>%) использовали такие сервисы, как Apple Pay или",https://vc.ru/services/2250750-pokolenie-z-i-onlain-pokupki,UP business / PRslon,services,31.479107,4
1,зарплатные ожидания зумеров,Как платформенная занятость влияет на рынок труда в России,"Кроме того, сейчас на рынок труда выходят <mark>зумеры</mark>, <mark>которые</mark> не заинтересованы в работе «на всю жизнь». | О том, как <mark>зумеры</mark> <mark>изменили</mark> рынок труда, у нас есть отдельная статья. | Платформенные форматы становятся нормой, особенно среди <mark>молодежи</mark> и <mark>людей</mark> с нерегулярной загрузкой.",https://vc.ru/future/2261442-vliyanie-platformennoy-zanyatosti-na-rynok-truda-v-rossii,MadeTask,future,29.477148,5
1,зарплатные ожидания зумеров,SWOT-АНАЛИЗ БИЗНЕС-ДЕБЮТОВ В ЗРЕЛОМ ВОЗРАСТЕ,"Для справки: люди до 45 лет — официально <mark>молодежь</mark>, до <mark>60</mark> лет считается средний возраст, а пожилой — до 75 лет, тех, кто старше 90 лет классифицируют как | Старшее <mark>поколение</mark> искусны в коммуникациях, при этом точно знают, чего хотят, терпеливы в <mark>ожиданиях</mark> и с завидной настойчивостью добиваются своего Ручная | Поступают <mark>запросы</mark> на реализацию в крупных топовых корпорациях, банках, фондах.",https://vc.ru/future/1894234-swot-analiz-serebryanogo-predprinimatelstva-v-rossii,Elena Bezglasnaia,future,26.942135,6
0,зарплатные ожидания зумеров,Blue Origin Безоса провела второй успешный запуск тяжёлой ракеты-носителя New Glenn — её первую многоразовую ступень впервые смогли посадить,"В 2018 году директор Blue Origin <mark>запросил</mark> отчёт по сильным сторонам компании SpaceX. | Из него он узнал, что Маску важно угождать клиенту, сокращать затраты, производить всё самому, нанимать <mark>молодёжь</mark> и <mark>учиться</mark> по ходу дела.",https://vc.ru/future/2340253-blue-origin-zapustila-raketu-new-glenn-i-uspehno-posadila-pervuyu-stupen,Полина Лааксо,future,26.090092,7
0,зарплатные ожидания зумеров,Blue Origin впервые запустила тяжёлую ракету-носитель New Glenn,"В 2018 году директор Blue Origin <mark>запросил</mark> отчёт по сильным сторонам компании SpaceX. | Из него он узнал, что Маску важно угождать клиенту, сокращать затраты, производить всё самому, нанимать <mark>молодёжь</mark> и <mark>учиться</mark> по ходу дела.",https://vc.ru/future/1757749-blue-origin-vpervye-zapustila-tyazheluyu-raketu-nositel-new-glenn,Евгения Евсеева,future,26.090092,8
0,зарплатные ожидания зумеров,"Люди не юзают ChatGPT для кода. Они спрашивают про тренировки, лайфхаки и отношения","<mark>Молодёжь</mark> <mark>стала</mark> основной движущей силой. Они используют ИИ как естественный инструмент обучения, творчества и решения бытовых задач. | В 2024 году таких <mark>запросов</mark> было 53%. К 2025 году этот показатель вырос до 73%. Код всего 4% всех <mark>запросов</mark>. | Сейчас примерно поровну, с небольшим преимуществом в пользу женщин. 73% <mark>запросов</mark> - НЕ по работе Главная аудитория - женщины 46% <mark>запросов</mark> - от пользователей",https://vc.ru/chatgpt/2221735-pochemu-lyudi-ispolzuyut-chatgpt-dlya-sovetov-a-ne-dlya-koda,Павликов про Айти,chatgpt,25.912727,9
0,зарплатные ожидания зумеров,"WSJ рассказало о возможных очередях на запуски с космодромов в США — желающих много, площадок мало","В 2018 году директор Blue Origin <mark>запросил</mark> отчёт по сильным сторонам компании SpaceX. | Из него он узнал, что Маску важно угождать клиенту, сокращать затраты, производить всё самому, нанимать <mark>молодёжь</mark> и <mark>учиться</mark> по ходу дела.",https://vc.ru/future/1743239-wsj-rasskazalo-o-vozmozhnyh-ocheredyah-na-zapuski-s-kosmodromov-v-ssha-zhelayushih-mnogo-ploshadok-malo,Полина Лааксо,future,25.419548,10
1,СберМобайл подписка Литрес,Читать по счетам: СберМобайл подключил Литрес к оплате со счёта мобильного телефона,"Читать по счетам: <mark>СберМобайл подключил Литрес</mark> к оплате со счёта мобильного телефона | Мобильный виртуальный оператор <mark>СберМобайл</mark> <mark>запустил</mark> совместный проект с книжным сервисом <mark>Литрес</mark>. | Кроме того, <mark>подписку</mark> «<mark>Книги</mark>» можно оплачивать бонусами Спасибо – как и все другие услуги <mark>СберМобайла</mark>.",https://vc.ru/services/2324829-sbermobil-i-litres-oplata-podpiski-na-knigi,СберМобайл,services,1090.6282,1
0,СберМобайл подписка Литрес,СберМобайл запустил домашний интернет по всей России на базе Ростелекома,"<mark>СберМобайл</mark> <mark>запустил</mark> домашний интернет по всей России на базе Ростелекома | «<mark>СберМобайл</mark> в <mark>2024</mark> году стал первым федеральным виртуальным оператором. | Пилотный проект реализуется в рамках сотрудничества, заключенного <mark>СберМобайлом</mark> и <mark>Ростелекомом</mark>.",https://vc.ru/tech/1925064-sbermobil-i-rostelekom-zapustili-internet-po-vsej-rossii,СберМобайл,tech,71.06155,2
0,СберМобайл подписка Литрес,"Кешбэк на «Афише»: как платить за билеты меньше, а получать эмоций и выгоды больше","Главный лайфхак осени – до 25% кешбэка на билеты с <mark>подпиской</mark> СберПрайм У каждого похода в театр, на концерт или стендап есть продолжение. | Выберите билеты, нажмите на кнопку «Кешбэк 15%» и увидите, сколько бонусов начисляются при оплате картами <mark>Сбера</mark> или по SberPay. | Используя <mark>подписку</mark> на полную мощность, можно заработать до 10 бонусов в месяц.",https://vc.ru/services/2257791-keshbek-na-afishe,Rambler&Co,services,23.45448,3
0,СберМобайл подписка Литрес,Как оплатить зарубежные сервисы в 2025 году: шесть вариантов на любой вкус,"Оплатить <mark>подписку</mark> на музыку, фильмы и YouTube Premium стало невозможно. | Приложения и утилиты для смартфонов, баллы и <mark>подписки</mark> для iTunes и App Store. Соцсети. <mark>Подписки</mark> для YouTube, Discord, Twitch и многих других. | Разные цифровые товары (курсы, базы данных) и даже электронные <mark>книги</mark>.",https://vc.ru/services/2239398-oplata-zarubezhnyh-servisov-iz-rossii,Netlink,services,22.75793,4
0,СберМобайл подписка Литрес,Умное кольцо от «Сбера»: полгода спустя,"Главной новостью стала информация о том, где <mark>Сбер</mark> закупит кольца. | Вероятнее всего, одно из этих устройств и будет продаваться под брендом <mark>Сбера</mark>. | Посмотрим, удастся ли <mark>Сберу</mark> это изменить. Как вы относитесь к умным кольцам? Носили бы вообще? И конкретно от <mark>Сбера</mark> — будете пробовать?",https://vc.ru/tech/2026127-umnoe-kolco-sbera-novinki-i-zaderzhki-polgoda-spustya,Иван Бойков,tech,21.698975,5
0,СберМобайл подписка Литрес,50+ источников с исследованиями и статистикой для фактчекинга,"квартирных опросов от ВЦИОМа Исследования на разные темы от компании «Финэкспертиза» Котировки и финансовые новости Экономическая онлайн-статистика от <mark>Сбера</mark> | Частично бесплатная справочная правовая система Библиотека с научными публикациями на разные темы Поиск научной информации в статьях, диссертациях, <mark>книгах</mark>",https://vc.ru/links/1282187-50-istochnikov-s-issledovaniyami-i-statistikoi-dlya-faktchekinga,Алжанбек,links,21.063103,6
0,СберМобайл подписка Литрес,Теперь места хватит всем: Яндекс Плюс запустил опцию «Больше близких»,"Всё, что даёт обычный Плюс — накопление баллов, фильмы и сериалы на Кинопоиске, треки и подкасты в Яндекс Музыке, электронные <mark>книги</mark>, аудиокниги в Яндекс | <mark>Книгах</mark>. | но каждый со своими возможностями. со своим профилем; со своим категориями кешбэка и баллами Плюса; своими рекомендациями; своими любимыми треками, <mark>книгами</mark>",https://vc.ru/services/1134895-yandeks-plyus-obnovlenie-podpiski,Вадим Д.,services,19.828846,7
0,СберМобайл подписка Литрес,Подписка ChatGPT 5 в России: как оплатить подписку ЧатГПТ Plus и Pro и использовать ее в 2025,"Он со своей стороны оплачивает вашу <mark>подписку</mark> ChatGPT своей зарубежной картой. Получаете активную <mark>подписку</mark> - продолжаете работать. | Когда меняете страну Apple ID - удаляются все текущие <mark>подписки</mark> (Apple Music, iCloud+), купленные приложения, фильмы, <mark>книги</mark>. | Стоимость <mark>подписки</mark> ChatGPT в 2025: цены и возможности Подбираем тип <mark>подписки</mark> Чат GPT: кому какой план подойдёт Выбор метода оплаты <mark>подписки</mark>: какой способ",https://vc.ru/services/2253123-kak-oplatit-podpisku-chatgpt-v-rossii,Global Payments,services,19.469921,8
0,СберМобайл подписка Литрес,Оплата ChatGPT из России в 2025 году: все рабочие способы купить подписку ЧатГПТ,Вы получаете активную <mark>подписку</mark> и можете сразу начинать промптить. Скорость. Весь процесс от заявки до активной <mark>подписки</mark> занимает 20-40 минут. | При смене региона слетают все <mark>подписки</mark> на российские сервисы. | Контекстное окно 100K токенов против 32K у GPT-4 - можно скармливать целые <mark>книги</mark>.,https://vc.ru/services/2253075-oplata-chatgpt-iz-rossii-v-2025-godu,Global Payments,services,19.402004,9
0,СберМобайл подписка Литрес,GPT-5 умрёт через год: почему специализированные LLM убивают универсальные модели,"Gemini 2.5 Pro поддерживает контекстное окно в 1 миллион токенов — это примерно 700-800 тысяч слов или целая <mark>книга</mark> среднего размера. | GigaChat, YandexGPT, <mark>Сбер</mark> создают модели, адаптированные под русский язык и специфику российского бизнеса.",https://vc.ru/future/2279164-trendy-bolshikh-yazykovykh-modeley-llm,Громов Андрей,future,18.510765,10
1,будущее бизнеса эмпатия технологии,Исследование будущего – от технологий к эмпатии: человечность как новый драйвер роста,Исследование <mark>будущего</mark> – от технологий к <mark>эмпатии</mark>: человечность как новый драйвер роста | Сдвиг в ожиданиях от <mark>бизнеса</mark> – на смену технологическим чудесам пришел запрос на <mark>эмпатию</mark> и «апгрейд» повседневности 23 октября 2025 года на международной | для <mark>бизнеса</mark> <mark>будущего</mark>.,https://vc.ru/future/2294251-budushchee-biznesa-empatija-i-tehnologii,Rambler&Co,future,64.10736,1
1,будущее бизнеса эмпатия технологии,Важные тренды будущего: как малому бизнесу адаптироваться к новым реалиям.,"Важные тренды <mark>будущего</mark>: как малому <mark>бизнесу</mark> адаптироваться к новым реалиям. | Что делать <mark>бизнесу</mark>: создавать платформы для перепродажи товаров между клиентами с гарантией качества от <mark>бизнеса</mark>. | В <mark>будущем</mark>, искусственный интеллект кардинально преобразует <mark>бизнес</mark>-модели. Прежде всего, нейросети повлияют на структуру затрат и издержек <mark>компаний</mark>.",https://vc.ru/future/1806992-vazhnye-trendy-budushego-kak-malomu-biznesu-adaptirovatsya-k-novym-realiyam,Альберт Абдуллин,future,39.64511,2
1,будущее бизнеса эмпатия технологии,Шесть шагов к будущему: как студенты МГТУ строят социальный бизнес,Шесть шагов к <mark>будущему</mark>: как студенты МГТУ строят социальный <mark>бизнес</mark> | Анастасия Макаричева свой проект разрабатывала на базе <mark>компании</mark> «АНИКС». | Анастасия разработала для Аникса новое <mark>бизнес</mark>-направление - производство анимационной социальной рекламы.,https://vc.ru/future/2116289-sotsialnoe-predprinimatelstvo-v-mgtu,Социальное предпринимательство,future,39.33322,3
1,будущее бизнеса эмпатия технологии,Франчайзинг будущего: какие бизнес-модели будут актуальны в 2030 году?,"Франчайзинг <mark>будущего</mark>: какие <mark>бизнес</mark>-модели будут актуальны в 2030 году? | Франчайзинг, как <mark>бизнес</mark>-модель, остаётся устойчивым способом масштабирования. Но сама форма — живая. | Многие <mark>компании</mark> уже пересобирают этот блок изнутри.",https://vc.ru/future/1906324-franchajzing-2030-klyuchevye-biznes-modeli-budushchego,Булат Гилязов,future,38.65624,4
1,будущее бизнеса эмпатия технологии,"Тихая угроза из будущего: почему ваш бизнес могут взломать через 5 лет, а готовиться нужно уже сейчас","Тихая угроза из <mark>будущего</mark>: почему ваш <mark>бизнес</mark> могут взломать через 5 лет, а готовиться нужно уже сейчас | Первые результаты показывают: Главное — не откладыватьМногие совершают одну и ту же ошибку: ""подождем, пока <mark>технологии</mark> станут стабильнее"". | #кибербезопасность #квантовыекомпьютеры #бизнес #<mark>технологии</mark> #инновации Сталкивались ли вы с вопросами постквантовой безопасности в своей работе?",https://vc.ru/services/2250290-kvantovye-ugrozy-dlya-biznesa,Cyber Griffin,services,36.066963,5
1,будущее бизнеса эмпатия технологии,Эра автоматизации: в будущем людей заменят искусственный интеллект и роботы,"Его слова прозвучали как ответ на новость о планах <mark>компании</mark> Amazon по автоматизации значительной части своих операций. | Главный вывод, который следует из заявления Маска, заключается в том, что работа, в ее привычном <mark>понимании</mark>, может перестать быть обязательной. | способных обрабатывать огромные объемы информации и находить новые закономерности, может стать ключом к решению глобальных проблем и расширению нашего <mark>понимания</mark>",https://vc.ru/future/2309726-avtomatizatsiya-budushchego-ilon-mask-o-zamene-lyudey-ii-i-robotami,SkyNet Mcmxcvii,future,18.299744,6
1,будущее бизнеса эмпатия технологии,"2100 год: Люди вымерли? Почему эволюция предпочитает ИИ, и как нам спасти человечность","<mark>Компания</mark> Anthropic уже тестирует ИИ-клоны для общения с умершими . Риск: Потеря аутентичности. Аватар может развить сознание, отличное от оригинала. | Любовь – <mark>эмпатия</mark> как конкурентное преимущество (роботы не плачут над стихами). | Инвестировать в «человеческое»: искусство, <mark>эмпатию</mark>, этику – то, что алгоритмы не оцифруют.",https://vc.ru/future/2155518-evolyutsiya-k-2100-godu-ludi-i-ii,Николаич и Ко,future,17.83131,7
0,будущее бизнеса эмпатия технологии,Профессии Будущего | Топ-5 нужнейших профессий на будущие 10 лет,"Эдакий нейросетевой надзиратель, чтобы лишнего не болтала:) Эти ребята являются соединительным звеном между <mark>бизнесом</mark> и сферой ИИ. | Менеджер продуктов ориентирован уже на какой-то конкретный продукт, в то время, как консультант - помогает <mark>бизнесу</mark> на этапе зарождения и проектирования | Появляется много новых <mark>стартапов</mark>, призванных улучшить нашу с вами жизнь. Например, российский <mark>стартап</mark> Neiry.",https://vc.ru/future/2322667-professii-budushchego-top-5-vostrebovannykh-specialnostei,Нейрон,future,16.988708,8
0,будущее бизнеса эмпатия технологии,Города будущего: Новые идеи урбанизма меняют будущее России,"», основатель группы <mark>компаний</mark> «Эльтаун Девелопмент», рассказывает о том, как изменить города. | Вместе мы пришли к <mark>пониманию</mark>, что концепция городов <mark>будущего</mark> должна основываться на научной базе, передовом опыте и предлагать комфортную среду для жизни | », основатель группы <mark>компаний</mark> «Эльтаун Девелопмент».",https://vc.ru/future/1832173-goroda-budushego-novye-idei-urbanizma-menyayut-budushee-rossii,Рыбаков Фонд,future,16.95431,9
1,будущее бизнеса эмпатия технологии,"Исповедь для нейросети: Тревожная статистика OpenAI - это не про „сумасшедших“ пользователей, а про эпидемию одиночества","Как это выглядит в <mark>бизнесе</mark> и <mark>технологиях</mark>: OpenAI пытается решить проблему, смягчая ответы , но это борьба с симптомом, а не с причиной. | Создавая все более «человекоподобные» интерфейсы, IT-<mark>компании</mark> несут колоссальную этическую ответственность, ведь они, по сути, создают новый вид аддикции | Атрофия <mark>эмпатии</mark> и <mark>будущее</mark> человеческих отношений t.meКсения Море | Инсайты для свободы",https://vc.ru/ai/2309815-trevojnaya-statistika-openai-odinochestvo-i-zavisimost-ot-ii,Ксения Море,ai,16.712572,10
