relevance,query,title,highlight,url,author,section,score,rank_position
0,создание длинных видео Sora,Как генерировать изображения в ChatGPT 4o (Sora images). 15 способов использования генератора изображений в ChatGPT-4o (с промптами),"Как генерировать изображения в ChatGPT 4o (<mark>Sora</mark> images). 15 способов использования генератора изображений в ChatGPT-4o (с промптами) | Также вы можете использовать его для <mark>создания</mark> меню с <mark>длинным</mark> текстом. Попробуйте! | Я серьезно впечатлен работой ChatGPT-4o по <mark>созданию</mark> изображений - особенно тем, как он справляется с <mark>длинными</mark>, подробными промптами и без труда понимает",https://vc.ru/chatgpt/1912982-15-sposobov-ispolzovaniya-generatora-izobrazheniy-v-chatgpt-4o,NeuroЭнтузиаст,chatgpt,52.19185,10
1,блокировка SIM карт роуминг,SIM-карты пассажиров поездов в Калининградскую область и из неё попадут под «период охлаждения» — Минцифры региона,"<mark>SIM</mark>-<mark>карты</mark> пассажиров поездов в Калининградскую область и из неё попадут под «период охлаждения» — Минцифры региона | У пассажиров поездов, которые идут в Калининградскую область или выезжают из региона, тоже могут <mark>блокировать</mark> <mark>SIM</mark>-<mark>карты</mark> после въезда на территорию России | Источник: yantarbereg.ru Евгения ЕвсееваСервисы11 нояб «Период охлаждения» российских <mark>SIM</mark>-<mark>карт</mark> — что это значит, для чего нужно и как снять <mark>блокировку</mark>",https://vc.ru/services/2332605-period-ohlazhdeniya-dlya-sim-kart-v-kaliningradskoy-oblasti,Таня Боброва,services,132.96906,1
1,блокировка SIM карт роуминг,"«Период охлаждения» российских SIM-карт — что это значит, для чего нужно и как снять блокировку","«Период охлаждения» российских <mark>SIM</mark>-<mark>карт</mark> — что это значит, для чего нужно и как снять <mark>блокировку</mark> | В рамках этого механизма SMS и мобильный интернет на сутки блокируют на <mark>SIM</mark>-<mark>картах</mark>, которые использовали в международном <mark>роуминге</mark> или были неактивны в | Работать <mark>блокировка</mark> будет, даже если <mark>SIM</mark>-<mark>карта</mark> ненадолго «вышла» из российской сети и потом «зашла» в неё — например, у пассажиров поездов в Калининградскую",https://vc.ru/services/2332589-period-ohlazhdeniya-sim-kart-v-rossii,Евгения Евсеева,services,130.12086,2
1,блокировка SIM карт роуминг,Иностранные операторы сообщили о блокировке интернета на их SIM-картах в течение суток после въезда в Россию,"Иностранные операторы сообщили о <mark>блокировке</mark> интернета на их <mark>SIM</mark>-<mark>картах</mark> в течение суток после въезда в Россию | В МТС и A1 уточнили, что при отсутствии активности по зарегистрированной в сети <mark>SIM</mark>-<mark>карте</mark> в течение трёх дней после снятия <mark>блокировки</mark> её применят снова | Минцифры России временную <mark>блокировку</mark> иностранных <mark>SIM</mark>-<mark>карт</mark> не комментировало.",https://vc.ru/services/2260295-blokirovka-interneta-na-inostrannyh-sim-kartah,Таня Боброва,services,126.6436,3
1,блокировка SIM карт роуминг,Иностранные операторы сообщили о блокировке интернета на их SIM-картах в течение суток после въезда в Россию,"Иностранные операторы сообщили о <mark>блокировке</mark> интернета на их <mark>SIM</mark>-<mark>картах</mark> в течение суток после въезда в Россию | В МТС и A1 уточнили, что при отсутствии активности по зарегистрированной в сети <mark>SIM</mark>-<mark>карте</mark> в течение трёх дней после снятия <mark>блокировки</mark> её применят снова | Минцифры России временную <mark>блокировку</mark> иностранных <mark>SIM</mark>-<mark>карт</mark> не комментировало.",https://vc.ru/services/2262192-blokirovka-interneta-na-inostrannyh-sim-kartah-v-rossii,Иван,services,120.34079,4
0,блокировка SIM карт роуминг,Мобильные операторы стали предупреждать абонентов об ограничении доступа к интернету на 24 часа после возвращения из-за границы,"О введении «периода охлаждения» для отечественных <mark>SIM</mark>-<mark>карт</mark>, которые находились в международном <mark>роуминге</mark>, в начале ноября 2025 года писал «Ъ». | Евгения ЕвсееваСервисы11 нояб «Период охлаждения» российских <mark>SIM</mark>-<mark>карт</mark> — что это значит, для чего нужно и как снять <mark>блокировку</mark>",https://vc.ru/services/2330544-ogranichenie-dostupa-k-internetu-posle-vozvrashcheniya-iz-za-granitsy,Таня Боброва,services,119.31607,5
1,блокировка SIM карт роуминг,"Скорость активации SIM-карт, которые «вернулись» из международного роуминга, составит от десяти секунд до нескольких минут после авторизации по капче","Скорость активации <mark>SIM</mark>-<mark>карт</mark>, которые «вернулись» из международного <mark>роуминга</mark>, составит от десяти секунд до нескольких минут после авторизации по капче | Как быстро <mark>SIM</mark>-<mark>карта</mark> заработает, если позвонить в колл-центр, вместо того чтобы решать капчу, не рассказали. | Источник фото: «РИА Новости» Евгения ЕвсееваСервисы11 нояб «Период охлаждения» российских <mark>SIM</mark>-<mark>карт</mark> — что это значит, для чего нужно и как снять <mark>блокировку</mark>",https://vc.ru/services/2331588-skorost-aktivatsii-sim-kart-posle-rouminga,Полина Лааксо,services,115.00683,6
0,блокировка SIM карт роуминг,Как оплатить Airalo из России в 2025 году: Рабочие схемы купить eSIM Аирало,<mark>Блокировка</mark> российских <mark>карт</mark> в Airalo и других eSIM-сервисах создала двойную проблему. | Живете больше месяца - выгоднее купить локальную <mark>SIM</mark>-<mark>карту</mark> в салоне связи.,https://vc.ru/services/2270561-kak-oplatit-airalo-iz-rossii-v-2025-godu,Global Payments,services,78.012764,7
1,блокировка SIM карт роуминг,«Ъ» узнал о планах ввести 24-часовой «период охлаждения» для российских SIM-карт после роуминга — во время него не будут работать интернет и SMS,"«Ъ» узнал о планах ввести 24-часовой «период охлаждения» для российских <mark>SIM</mark>-<mark>карт</mark> после <mark>роуминга</mark> — во время него не будут работать интернет и SMS | Планируемые меры могут быть направлены на ограничение работы <mark>SIM</mark>-<mark>карт</mark>, которые используются в беспилотниках, полагают эксперты. | В августе 2025 года глава Минцифры Максут Шадаев анонсировал введение «периода охлаждения» для зарубежных <mark>SIM</mark>-<mark>карт</mark>, находящихся в России в <mark>роуминге</mark>.",https://vc.ru/services/2324451-period-ohladzhdeniya-dlya-rossiyskikh-sim-kart,Артур Томилко,services,45.490223,8
1,блокировка SIM карт роуминг,«Ъ»: операторы не смогли настроить период охлаждения для иностранных SIM-карт — на них не приходят сообщения и не работает интернет,«Ъ»: операторы не смогли настроить период охлаждения для иностранных <mark>SIM</mark>-<mark>карт</mark> — на них не приходят сообщения и не работает интернет | Иностранные операторы 7 октября 2025 года сообщали о <mark>блокировке</mark> интернета на их <mark>SIM</mark>-<mark>картах</mark> в течение суток после въезда в Россию. | интернета на их <mark>SIM</mark>-<mark>картах</mark> в течение суток после въезда в Россию,https://vc.ru/services/2273387-problemy-s-inostrannymi-sim-kartami-v-rossii,Евгения Евсеева,services,38.270412,9
0,блокировка SIM карт роуминг,«МТС Банк» представил прототип SIM-карты со встроенным чипом банковской карты,"«МТС Банк» представил прототип <mark>SIM</mark>-<mark>карты</mark> со встроенным чипом банковской <mark>карты</mark> | #новости #мтс Владелец <mark>SIM</mark>-<mark>карты</mark> сможет оплачивать покупки «в одно касание», прикладывая телефон к терминалу. | В «ближайшее время» оператор планирует пилотный запуск по <mark>картам</mark> «МТС Деньги». Слева — обычная <mark>SIM</mark>-<mark>карта</mark>, справа — новая. Источник: Frank Media",https://vc.ru/services/2264474-mts-bank-sim-karta-s-chipom-beskontaktnye-platezhi,Евгения Евсеева,services,36.76712,10
1,нейросети для дизайна интерьера,15 лучших промптов для Midjourney V6 для дизайна интерьера + советы,"15 лучших промптов для Midjourney V6 для <mark>дизайна</mark> <mark>интерьера</mark> + советы | Вы уже использовали Midjourney для создания проектов <mark>дизайна</mark> <mark>интерьера</mark>, но хотите найти новые идеи для экспериментов с промптами? | Помимо этих интересных промптов, несколько советов помогут вам улучшить <mark>дизайн</mark> <mark>интерьера</mark>.",https://vc.ru/midjourney/1278185-15-luchshih-promptov-dlya-midjourney-v6-dlya-dizaina-interera-sovety,NeuroЭнтузиаст,midjourney,36.832306,1
1,нейросети для дизайна интерьера,"Арт, дизайн и нейросети: пространство между мыслями","Арт, <mark>дизайн</mark> и <mark>нейросети</mark>: пространство между мыслями | Арт, <mark>дизайн</mark> и <mark>нейросети</mark> @art_design_ai Подписывайтесь на Telegram Art, Design & AI.",https://vc.ru/midjourney/2318237-art-dizajn-i-nejroseti-prostranstvo-mezhdu-myslyami,Art Design & AI /Лена Старкова,midjourney,31.56705,2
1,нейросети для дизайна интерьера,Как создать 3D-визуализацию интерьера за несколько минут: практическое руководство по работе с нейросетями,"Как создать 3D-визуализацию <mark>интерьера</mark> за несколько минут: практическое руководство по работе с <mark>нейросетями</mark> | Визуализация <mark>интерьера</mark> больше не требует недель работы и дорогостоящих специалистов. | В ближайшие 2-3 года ожидается интеграция с VR/AR, что позволит клиентам ""прогуляться"" по будущему <mark>интерьеру</mark> еще до начала ремонта.",https://vc.ru/chatgpt/2108477-kak-bystro-sozdat-3d-vizualizaciyu-interera-s-pomoshchyu-ai,Nina Bakhrakh,chatgpt,29.028597,3
1,нейросети для дизайна интерьера,25 невероятных промптов для Midjourney с цветом 2024 года от Pantone - Peach Fuzz 🍑 - от фонов до дизайна интерьера,25 невероятных промптов для Midjourney с цветом 2024 года от Pantone - Peach Fuzz 🍑 - от фонов до <mark>дизайна</mark> <mark>интерьера</mark> | Концепция <mark>дизайна</mark> архитектурных материалов - кофейня 9. Архитектурная концепция <mark>дизайна</mark> - струящийся материал 10. <mark>Дизайн</mark> <mark>интерьера</mark> - Кафе 11. | <mark>Дизайн</mark> <mark>интерьера</mark> - Бар 12. <mark>Дизайн</mark> <mark>интерьера</mark> - дом 13. <mark>Дизайн</mark> мебели 14. <mark>Дизайн</mark> бытовой техники 15. <mark>Дизайн</mark> продукта - наушники 16.,https://vc.ru/midjourney/956280-25-neveroyatnyh-promptov-dlya-midjourney-s-cvetom-2024-goda-ot-pantone-peach-fuzz-ot-fonov-do-dizaina-interera,NeuroЭнтузиаст,midjourney,28.704187,4
0,нейросети для дизайна интерьера,Из мусора в предметы интерьера,"Из мусора в предметы <mark>интерьера</mark> | К примеру, предмет <mark>интерьера</mark>. Источником сырья для ребят служат местные кофешопы. | устойчивый материал, обладающий рядом интересных свойств: Благодаря своим свойствам мицелий используется как изоляционный материал, а также для упаковки и <mark>дизайна</mark>",https://vc.ru/links/120399-iz-musora-v-predmety-interera,Светлана Мельникова,links,27.160873,5
1,нейросети для дизайна интерьера,Ремонт с Midjourney: продумываем интерьеры без дизайнера,"Ремонт с Midjourney: продумываем <mark>интерьеры</mark> без дизайнера | В таких ситуациях на помощь приходит <mark>нейросеть</mark> Midjourney. | Midjourney поможет вам создать гармоничный и стильный <mark>интерьер</mark>, который устроит каждого члена семьи.",https://vc.ru/midjourney/1404421-remont-s-midjourney-produmyvaem-interery-bez-dizainera,NeuroАналитик (Иван),midjourney,24.174324,6
1,нейросети для дизайна интерьера,Генерируем интерьерные картины и постеры с помощью Midjourney,"Вы в процессе <mark>дизайна</mark> или ремонта и задумались, какие акценты внести в <mark>интерьер</mark>? | И тут на помощь приходит Midjourney — <mark>нейросеть</mark>, которая поможет вам создать абсолютно любые изображения, идеально подходящие под ваш <mark>интерьер</mark>.",https://vc.ru/midjourney/1445139-generiruem-interernye-kartiny-i-postery-s-pomoshyu-midjourney,NeuroАналитик (Иван),midjourney,23.536346,7
0,нейросети для дизайна интерьера,Создаем изображения для сайтов или рекламы в Midjourney в 13 разных тематиках,"Midjourney может помочь вам создать изображения уютных <mark>интерьеров</mark>, дружелюбного медицинского персонала и довольных пациентов. Ресторан. | Ландшафтный <mark>дизайн</mark>. Для сайта, посвященного ландшафтному <mark>дизайну</mark>, важно показать красоту и гармонию природы.",https://vc.ru/midjourney/1376037-sozdaem-izobrazheniya-dlya-saitov-ili-reklamy-v-midjourney-v-13-raznyh-tematikah,NeuroАналитик (Иван),midjourney,21.432693,8
0,нейросети для дизайна интерьера,Дизайн-концепты Nike,<mark>Дизайн</mark>-концепты Nike,https://vc.ru/midjourney/830592-dizain-koncepty-nike,Design touch,midjourney,21.047295,9
0,нейросети для дизайна интерьера,Гибкие экраны: от гаджетов к интерьерам. Сфера применения складных дисплеев,"Гибкие экраны: от гаджетов к <mark>интерьерам</mark>. Сфера применения складных дисплеев | . • <mark>Дизайн</mark> <mark>интерьера</mark>: • скрытые экраны, появляющиеся по запросу; • мультимедийные поверхности в салонах премиум‑автомобилей. • Мебель с интегрированными | От карманных гаджетов до архитектурных элементов — технология открывает возможности для креативного <mark>дизайна</mark> и функциональности.",https://vc.ru/tech/2285790-gibkie-ekrany-primenenie-v-gadzhetakh-i-interere,Андрей Забавский,tech,20.75162,10
0,зарплатные ожидания зумеров,Крах идеологии зумеров под натиском искусственного интеллекта,Крах идеологии <mark>зумеров</mark> под натиском искусственного интеллекта | Поколение <mark>зумеров</mark> давно приобрело репутацию амбициозных молодых специалистов с высокой самооценкой и завышенными <mark>ожиданиями</mark> по <mark>зарплатам</mark> и статусу. | Тем временем <mark>зарплатные ожидания зумеров</mark> всё растут.,https://vc.ru/ai/2311731-krakh-ideologii-zumerov-i-vliyanie-iskusstvennogo-intellekta-na-rynok-truda,Vlad S,ai,113.609406,1
1,зарплатные ожидания зумеров,Рынок труда 2025 → 2030. Как глобальные команды и международный найм становятся новой нормой,"Высокие <mark>зарплатные</mark> <mark>ожидания</mark> кандидатов в регионе присутствия компании. | Удалёнка стала нормой, а не «исключением для IT-гигантов» «<mark>Зумеры</mark>» выбирают work-life balance, а представители более старших поколений просто не хотят",https://vc.ru/future/2277921-rynok-truda-2025-2030-udalennka-i-mezhdunarodnyj-najm,MadeTask,future,56.260597,2
1,зарплатные ожидания зумеров,Ожидания и Реальность от Роли Архитектора,"<mark>Ожидания</mark> и Реальность от Роли Архитектора | Мы часто создаем вокруг этой роли определенный шарм и завышенные <mark>ожидания</mark>, которые не всегда соответствуют реальности. | Архитектор, а еще инженер, психолог и дипломат Откуда берутся эти <mark>ожидания</mark>?",https://vc.ru/dev/2143598-rol-arkhitektora-ozhidaniya-i-realnost,ScrumTrek,dev,25.02328,3
0,зарплатные ожидания зумеров,QSpot.ru - Табло ожидания в сервисном центре,"QSpot.ru - Табло <mark>ожидания</mark> в сервисном центре | Как сделать красивое табло <mark>ожидания</mark> ""без лишних хлопот"" 1. Регистрируемся на QSpot.ru 2.",https://vc.ru/services/2334955-qspotru-tablo-ozhidaniya-v-servisnom-centre,Максим Круменко,services,23.647526,4
0,зарплатные ожидания зумеров,Обновления Midjourney V7 — ожидания/реальность,Обновления Midjourney V7 — <mark>ожидания</mark>/реальность,https://vc.ru/midjourney/1907589-obnovleniya-midjourney-v7-chto-novogo,Art Design & AI /Лена Старкова,midjourney,23.647526,5
1,зарплатные ожидания зумеров,Поколение зумеров покупает только онлайн: как офлайн-бизнес адаптируется к цифровой реальности,"Поколение <mark>зумеров</mark> покупает только онлайн: как офлайн-бизнес адаптируется к цифровой реальности | В условиях растущей конкуренции и <mark>ожиданий</mark> покупателей цифровая трансформация бизнеса стала критической необходимостью. | Лишь треть <mark>зумеров</mark> расплачивается картой, зато они активно используют P2P-переводы, электронные кошельки и QR-коды.",https://vc.ru/services/2250750-pokolenie-z-i-onlain-pokupki,UP business / PRslon,services,22.699814,6
1,зарплатные ожидания зумеров,Дисциплина - главный навык разработчика,. 🔹 Отстаешь от рынка (и <mark>зарплатных</mark> <mark>ожиданий</mark>). Рекомендую: выделять 2-3 часа в неделю на изучение нового и вести чек-лист актуальных технологий.,https://vc.ru/dev/2255534-diskiplina-kak-klyuchevoy-navil-dlya-razrabotchikov-mobilnykh-prilozheniy,Мобильный трудоголик,dev,22.129768,7
0,зарплатные ожидания зумеров,Инфографика: исследования рынка стартапов в 2019 году,"Если в 2018 году главной проблемой стартапов была низкая квалификация кадров, то сегодня - это высокие <mark>зарплатные</mark> <mark>ожидания</mark> специалистов.",https://vc.ru/links/83686-infografika-issledovaniya-rynka-startapov-v-2019-godu,Tatiana Melnichuk,links,22.129768,8
0,зарплатные ожидания зумеров,"Получил приглашение в Comet, а приложение всё ещё в ожидании!","Получил приглашение в Comet, а приложение всё ещё в <mark>ожидании</mark>! | Но установку пока не дают — в Google Play, как и раньше, только предрегистрация и <mark>ожидание</mark> запуска.",https://vc.ru/ai/2319879-priglashenie-v-comet-dlya-android-ozhidanie-zapuska-prilozheniya,Vlad S,ai,21.304886,9
0,зарплатные ожидания зумеров,"Слишком плавный скролл: как мы превзошли ожидания Авито, создав антихаос-сервис управления проектами","Слишком плавный скролл: как мы превзошли <mark>ожидания</mark> Авито, создав антихаос-сервис управления проектами",https://vc.ru/dev/2289657-avito-i-sborka-project-daci-upravlenie-proyektami,Sborka Project,dev,17.78179,10
1,СберМобайл подписка Литрес,Читать по счетам: СберМобайл подключил Литрес к оплате со счёта мобильного телефона,Читать по счетам: <mark>СберМобайл</mark> подключил <mark>Литрес</mark> к оплате со счёта мобильного телефона | Мобильный виртуальный оператор <mark>СберМобайл</mark> запустил совместный проект с книжным сервисом <mark>Литрес</mark>. | Оформить <mark>подписку</mark> можно через личный кабинет и приложение <mark>СберМобайла</mark>.,https://vc.ru/services/2324829-sbermobil-i-litres-oplata-podpiski-na-knigi,СберМобайл,services,133.34187,1
1,СберМобайл подписка Литрес,СберМобайл запустил домашний интернет по всей России на базе Ростелекома,<mark>СберМобайл</mark> запустил домашний интернет по всей России на базе Ростелекома | «<mark>СберМобайл</mark> в 2024 году стал первым федеральным виртуальным оператором. | «<mark>СберМобайл</mark> в 2024 году стал первым федеральным виртуальным оператором.,https://vc.ru/tech/1925064-sbermobil-i-rostelekom-zapustili-internet-po-vsej-rossii,СберМобайл,tech,30.529852,2
0,СберМобайл подписка Литрес,"Всё, что нужно знать о промптах — в одной бесплатной книге","Книга выложена на <mark>Литрес</mark> бесплатно. Это не теория про «будущее ИИ» и не философия. Это рабочие промпты, которые можно копировать и применять сразу. | Скачать справочник можно абсолютно бесплатно на <mark>Литрес</mark>. Внутри минимум теории — максимум результата.",https://vc.ru/ai/2330730-promt-inzhiniring-besplatnoe-rukovodstvo,GPTML,ai,22.248531,3
0,СберМобайл подписка Литрес,Электронная книга ONYX BOOX Go Color 7 (Gen II) — обзор и впечатления,"выбора гаджетов следующие: - Чтобы всё влезало в командировочный рюкзак - Чтобы техника была со стилусом - Долго живет заряд - Поддержка Яндекс.Книг и <mark>Литреса</mark> | - есть <mark>подписки</mark> - Возможность беспроводной передачи файлов в книгу - Цветной экран У меня большой ""зоопарк"" гаджетов, от разных ноутбуков до 5 (да, пяти",https://vc.ru/tech/2050439-obzor-elektronnoj-knigi-onyx-boox-go-color-7-gen-ii,Никита Прохоров,tech,18.835365,4
0,СберМобайл подписка Литрес,Как перестать терять деньги на забытых подписках: запустили бесплатного Telegram-бота «Подписки НЕТ»,"Как перестать терять деньги на забытых <mark>подписках</mark>: запустили бесплатного Telegram-бота «<mark>Подписки</mark> НЕТ» | Бот собирает все <mark>подписки</mark> в одном месте и напоминает до списания, чтобы вы успели продлить, заморозить или отключить. | Решение — «<mark>Подписки</mark> НЕТ» Почему Telegram Приватность и данные Попробовать",https://vc.ru/telegram/2331079-kak-izbezhat-potery-na-podpiskah,temperal,telegram,18.744602,5
0,СберМобайл подписка Литрес,Подписка ChatGPT 5 в России: как оплатить подписку ЧатГПТ Plus и Pro и использовать ее в 2025,<mark>Подписка</mark> ChatGPT 5 в России: как оплатить <mark>подписку</mark> ЧатГПТ Plus и Pro и использовать ее в 2025 | Он со своей стороны оплачивает вашу <mark>подписку</mark> ChatGPT своей зарубежной картой. Получаете активную <mark>подписку</mark> - продолжаете работать. | Стоимость <mark>подписки</mark> ChatGPT в 2025: цены и возможности Подбираем тип <mark>подписки</mark> Чат GPT: кому какой план подойдёт Выбор метода оплаты <mark>подписки</mark>: какой способ,https://vc.ru/services/2253123-kak-oplatit-podpisku-chatgpt-v-rossii,Global Payments,services,18.198654,6
0,СберМобайл подписка Литрес,Почему телеграм подписки не совершенны.,"Почему телеграм <mark>подписки</mark> не совершенны. | Я <mark>подписки</mark> в клубах иначе настраиваю. | Таким образом, всегда есть выбор, как поступить, включая возможность отключить <mark>подписку</mark> заранее.",https://vc.ru/telegram/1775081-pochemu-telegram-podpiski-ne-sovershenny,Про инфобиз и технологии,telegram,18.17559,7
0,СберМобайл подписка Литрес,Amazfit Helio Strap: убийца Whoop без подписки?,"Amazfit Helio Strap: убийца Whoop без <mark>подписки</mark>? | Amazfit Helio Strap — новый фитнес-ремешок без экрана, который собирает кучу данных о вашем теле и жизни, но при этом стоит всего … $99 и не требует <mark>подписки</mark> | <mark>Подписка</mark>: НЕ нужна.",https://vc.ru/tech/2064962-amazfit-helio-strap-fitnes-remeshok-bez-podpiski,Стартапушка,tech,16.281193,8
0,СберМобайл подписка Литрес,Тренд – платформы для закрытых-сообществ и групп по подписке,Тренд – платформы для закрытых-сообществ и групп по <mark>подписке</mark>,https://vc.ru/telegram/1789922-trend-platformy-dlya-zakrytyh-soobshestv-i-grupp-po-podpiske,Dauren Autalipov,telegram,16.281193,9
0,СберМобайл подписка Литрес,Оплата подписки на сервисы OpenAI: как работать с нейросетями из России?,"Оплата <mark>подписки</mark> на сервисы OpenAI: как работать с нейросетями из России? | Однако есть и платная, которая доступна только при условии оформления <mark>подписки</mark>. | Карту можно использовать не только для покупки <mark>подписки</mark> на ChatGPT, но и для других целей.",https://vc.ru/chatgpt/2167455-oplata-podpiski-openai-iz-rossii,Easy Payments,chatgpt,15.474746,10
1,будущее бизнеса эмпатия технологии,Исследование будущего – от технологий к эмпатии: человечность как новый драйвер роста,Исследование <mark>будущего</mark> – от <mark>технологий</mark> к <mark>эмпатии</mark>: человечность как новый драйвер роста | для <mark>бизнеса</mark> <mark>будущего</mark>. | для <mark>бизнеса</mark> <mark>будущего</mark>.,https://vc.ru/future/2294251-budushchee-biznesa-empatija-i-tehnologii,Rambler&Co,future,104.21979,1
1,будущее бизнеса эмпатия технологии,"Исповедь для нейросети: Тревожная статистика OpenAI - это не про „сумасшедших“ пользователей, а про эпидемию одиночества","Как это выглядит в <mark>бизнесе</mark> и <mark>технологиях</mark>: OpenAI пытается решить проблему, смягчая ответы , но это борьба с симптомом, а не с причиной. | Атрофия <mark>эмпатии</mark> и <mark>будущее</mark> человеческих отношений t.meКсения Море | Инсайты для свободы",https://vc.ru/ai/2309815-trevojnaya-statistika-openai-odinochestvo-i-zavisimost-ot-ii,Ксения Море,ai,58.994656,2
0,будущее бизнеса эмпатия технологии,Тренды развития бизнеса 2025–2026: устойчивые смыслы и зрелость команд,"Тренды развития <mark>бизнеса</mark> 2025–2026: устойчивые смыслы и зрелость команд | <mark>Бизнес</mark>, который умеет заботиться о своей внутренней среде, способен конкурировать на долго промежутке времени. | #<mark>бизнес</mark> #управление #психология #тренды2026 #лидерство #команды #менеджмент #российскийбизнес #productmanagement <mark>Бизнес</mark> в России начинает выходить за рамки",https://vc.ru/future/2267373-trendy-biznesa-2025-2026-ustoychivost-psikhologiya-i-tekhnologii,Культура роста,future,58.241196,3
1,будущее бизнеса эмпатия технологии,AI-компаньоны нового поколения: от Replika до Character.AI,"Главный феномен — не в <mark>технологиях</mark>, а в человеческой реакции. | 🧠 Что стоит за этим технологически ⚖ Этическая сторона: где заканчивается дружба и начинается зависимость 💡 Урок для <mark>бизнеса</mark> 🔮 Что дальше",https://vc.ru/ai/2331422-ai-kompanony-novogo-pokolenija,Турболого - создай лого и сайт,ai,51.144028,4
1,будущее бизнеса эмпатия технологии,Как выглядит эффективное руководство в мире ИИ. 3 варианта будущего от Gartner,"Как выглядит эффективное руководство в мире ИИ. 3 варианта <mark>будущего</mark> от Gartner | Это позволит менеджерам тратить меньше времени на контроль процессов и больше — на развитие персонала, поддержку изменений и достижение <mark>бизнес</mark>-результатов | Руководители должны проявлять интерес к цифровым <mark>технологиям</mark>, спокойно относиться к обратной связи, основанной на данных, и уметь направлять команды в",https://vc.ru/ai/2325422-effektivnoe-rukovodstvo-v-epokhe-ii,Анна Малиновская,ai,46.467022,5
1,будущее бизнеса эмпатия технологии,AI-аватары с эмоциями: куда двигается персонализация в продуктах,Для малого <mark>бизнеса</mark> это откроет колоссальные возможности. | От нейтральных помощников к “живым” лицам Эмоции как инструмент доверия Как <mark>технологии</mark> учат аватары “чувствовать” Почему <mark>бизнесу</mark> стоит обратить внимание,https://vc.ru/ai/2324711-ai-avatary-s-emotsiyami-i-personalizatsiya,Турболого - создай лого и сайт,ai,42.253544,6
0,будущее бизнеса эмпатия технологии,Четвертая промышленная революция. Взгляд через призму маркетинга в России,"Интересно наблюдать, как российский <mark>бизнес</mark> адаптируется. | Всё больше покупателей обращают внимание на этику <mark>бизнеса</mark>.",https://vc.ru/future/2311780-chetvertaya-promyshlennaya-revolyutsiya-i-marketing-v-rossii,Гор Мовсесян,future,35.235268,7
1,будущее бизнеса эмпатия технологии,Квантовые технологии в России: что уже изменилось для бизнеса,Квантовые <mark>технологии</mark> в России: что уже изменилось для <mark>бизнеса</mark> | : какие возможности для <mark>бизнеса</mark> открывают квантовые <mark>технологии</mark> 1. | : какие возможности для <mark>бизнеса</mark> открывают квантовые <mark>технологии</mark>,https://vc.ru/tech/2084862-kvantovie-tehnologii-v-rossii-biznes-i-budushee,СберПро,tech,33.378754,8
1,будущее бизнеса эмпатия технологии,Как выжить писателям и промпт-инженерам в эпоху ИИ. Новейшие техники промптинга 2025 года,"Настоящий прорыв произошел в 2022 году с выпуском ChatGPT, когда промпт-инжиниринг стал рассматриваться как важный <mark>бизнес</mark>-навык. | Тесты показывают, что: Для <mark>бизнеса</mark> и фрилансеров, активно использующих API языковых моделей, это означает существенное снижение расходов при сохранении",https://vc.ru/future/1898052-kak-pisatelyam-vyzhit-v-epokhe-ii-tehniki-promptinga-2025-goda,Роман Шарафутдинов,future,32.10089,9
1,будущее бизнеса эмпатия технологии,Как бизнес перестал бояться IT и начал создавать приложения сам,"Как <mark>бизнес</mark> перестал бояться IT и <mark>начал</mark> создавать приложения сам | Если раньше <mark>бизнес</mark> зависел от IT-<mark>отдела</mark>, то сегодня всё идёт в другую сторону: <mark>технологии</mark> становятся частью повседневной работы любого сотрудника. | Почему <mark>бизнес</mark> пошёл в no-code Что удивило больше всего Но есть и подводные камни Впереди - AI-driven разработка",https://vc.ru/dev/2288761-kak-biznes-sozdaet-prilozheniya-bez-programmistov,Вадим Степанов,dev,31.32235,10
